Description,label,Translated_Description,Cleaned_Description,Contains_Injury_Keyword,Mentions_Injury_Entity,Sentence_Length,Embedding
"Een passagier verloor zijn boardingpass, wat het instappen vertraagde.",0,"A passenger lost his boarding pass, which delayed boarding.",passenger lost boarding pas delayed boarding,0,0,6,"[ 0.34714162  0.04751     0.00736232 -0.45041335 -0.41561    -0.01585501
 -0.41356334  0.17203002  0.17745    -0.260854    0.09332366 -0.17154752
 -0.24164332  0.22495832 -0.10970213 -0.05874833 -0.6306133   0.28384
 -0.35201666 -0.12695998  0.33483502  0.31860587 -0.23289602  0.42422998
  0.00279983 -1.0546383   0.20667334  0.03440167 -0.03977333  0.20047416
  1.9047016   0.48808667 -0.28557667  0.40627995  0.53219867 -0.10660666
  0.69294167  0.066376   -0.227605    0.4111085  -0.19921833 -0.1959445
  0.26208168  0.32409176 -0.41200498 -0.17392667 -0.31729934 -0.15890017
  0.57202333 -0.29011932]"
A passenger tripped over an uneven floor panel in the airport lounge and sprained their wrist.,1,A passenger tripped over an uneven floor panel in the airport lounge and sprained their wrist.,passenger tripped uneven floor panel airport lounge sprained wrist,1,0,9,"[-0.00387334 -0.05754215  0.01247221  0.00389822  0.07452348 -0.10573533
 -0.22177444  0.17119333  0.44142643 -0.40288445  0.18018855 -0.3000877
 -0.5971933   0.71793467  0.12078638  0.25212145 -0.5975067  -0.19174777
 -0.36038122 -0.69707936 -0.02751667  0.35775602 -0.41397393 -0.07874956
 -0.05438889 -0.75248224  0.41062176  0.87586445  0.0416109  -0.24276198
  1.7506542   0.17084654  0.38822886 -0.04292778  0.11253699  0.29498556
  0.7921944   0.25596443  0.21101789  0.05915211 -0.24266641  0.2963553
 -0.00822712  0.32768887 -0.28526467 -0.22565153  0.36684778 -0.48010647
  0.15571953 -0.15416932]"
A scheduling error led to two flights being assigned the same departure gate.,0,A scheduling error led to two flights being assigned the same departure gate.,scheduling error led two flight assigned departure gate,0,0,8,"[ 5.5824810e-01  2.8392501e-02  1.1057463e-01  1.8856072e-01
  1.3986449e-01  1.3177492e-02 -3.8687485e-01  3.8169876e-01
 -3.0171255e-02 -5.5302775e-01  6.2878184e-02 -2.2162125e-04
 -6.4095879e-01  3.4069064e-01  1.4322248e-01 -2.4759266e-01
 -4.9346912e-01 -3.4797329e-01 -7.3262131e-01 -3.7454498e-01
  7.1331002e-02 -1.2839949e-01 -2.0225000e-01 -2.8895490e-02
  9.1011049e-03 -1.0301591e+00  2.3806999e-02 -2.0469397e-01
  1.4782701e-01  6.7088738e-02  2.4267874e+00  1.8236749e-01
 -1.3132726e-01 -3.8824925e-01  3.9026785e-01  9.8228380e-02
  5.7062006e-01 -1.2242243e-02 -2.6315212e-01  4.1172379e-01
 -2.2211725e-01  5.7992816e-02 -1.0861874e-01  2.2823776e-01
 -4.0809205e-01 -1.3721225e-01  1.8927874e-01  2.7660513e-01
  3.0755755e-02  1.2420000e-01]"
Een grondmedewerker werd geraakt door een voertuig op het platform en raakte gewond aan zijn been.,1,A ground worker was hit by a vehicle on the platform and injured his leg.,ground worker hit vehicle platform injured leg,0,0,7,"[ 0.2084473  -0.120827    0.5631011   0.03883744  0.2463593   0.31270143
 -0.59797573  0.26033428  0.5650786  -0.42720398  0.17906713 -0.56567425
 -0.5978471   0.331359   -0.03257776 -0.17722501 -0.13362615  0.24614243
 -0.7321386  -0.4339482  -0.325654    0.43544155 -0.254674   -0.04631204
  0.19825856 -1.1551658   0.53514147  0.4015043   0.5248324  -0.04131642
  2.8436716   0.15488286  0.10801429  0.29646572  0.24917115  0.47089285
  0.6248864  -0.04393429  0.11441284  0.09768001 -0.24480401  0.04024487
  0.02857571 -0.24124585  0.34249884 -0.26712856 -0.12229712 -0.33061776
  0.41415    -0.28282714]"
A passenger broke their arm during an evacuation after an emergency landing due to a fire alarm.,1,A passenger broke their arm during an evacuation after an emergency landing due to a fire alarm.,passenger broke arm evacuation emergency landing due fire alarm,0,0,9,"[ 0.705723   -0.35976893  0.2979702  -0.27614728 -0.29003245  0.05383668
 -0.32471013  0.49941444  0.5050256  -0.70095754  0.21373701 -0.23272501
 -0.15474378  0.4016459  -0.07657707  0.17197531 -0.5402012  -0.0566861
 -0.7466366  -0.44789135  0.31781614  0.20622277 -0.5133655  -0.3223541
  0.2007471  -1.2537078   0.39374632  0.2788521   0.49215555  0.25408825
  2.6271446   0.17992277 -0.21805    -0.09056222 -0.03024245  0.38741046
  0.71724886 -0.6150906   0.13339266  0.34304973 -0.23461778  0.16202657
  0.10916022 -0.11513726  0.0680649  -0.03940644  0.04600522  0.01671888
  0.07502688 -0.19405001]"
Een gatewijziging veroorzaakte verwarring en passagiers misten hun vlucht.,0,A gate change caused confusion and passengers missed their flights.,gate change caused confusion passenger missed flight,0,0,7,"[ 0.65496284  0.21425487  0.24069628 -0.11227699 -0.14025514  0.2543157
 -0.30412844  0.3085286   0.29888773 -0.3697416   0.19463857  0.01398715
 -0.5773057   0.09634084  0.3364939   0.21870288 -0.46844143 -0.20829429
 -0.85025305 -0.58903533  0.10169741 -0.06414996 -0.30215257 -0.06784869
  0.48297843 -1.3161143  -0.13778141  0.31572342  0.5926137   0.24219856
  2.3933141   0.41403145  0.09092999 -0.33923575  0.11582898 -0.07809428
  0.44736886 -0.20727512 -0.04257428  0.41542146 -0.2695      0.14086486
  0.05768657  0.19573    -0.20352206 -0.02882986  0.17864715  0.03110785
  0.34104845 -0.26424143]"
A child suffered burns from spilled hot soup during the in-flight meal service.,1,A child suffered burns from spilled hot soup during the in-flight meal service.,child suffered burn spilled hot soup inflight meal service,0,0,9,"[ 2.1210355e-01  1.4416575e-03 -1.9295686e-01 -3.4497201e-01
  6.0853224e-02  1.8982498e-01 -4.2004678e-01  1.3353379e-01
  5.7471782e-01  8.9817576e-02 -1.2548445e-02  3.8214453e-02
  2.9472134e-01  1.8110889e-01  5.3595108e-01 -1.4658444e-01
 -4.5540014e-01  3.2598102e-01 -2.6487502e-01 -2.7745357e-01
  2.7761099e-01  1.3910544e-01  3.5378000e-01  1.7240779e-01
  3.4818444e-02 -7.2070462e-01 -1.5395300e-01  2.2896999e-01
  9.2881894e-01  3.3681110e-01  2.0799961e+00  3.7105286e-01
  8.8272437e-02  3.4579337e-01 -2.5110605e-01  5.7862449e-01
  8.6124474e-03 -4.1796677e-02  5.6651777e-01  6.3091121e-03
  1.4823532e-01  1.5909107e-02 -1.7086811e-01  3.0861852e-01
  4.8743623e-01  2.6281801e-01 -1.3650090e-01 -2.2716443e-01
 -6.8767746e-03  9.8437786e-02]"
A pilot developed severe eye strain from prolonged exposure to glare through the cockpit windows.,1,A pilot developed severe eye strain from prolonged exposure to glare through the cockpit windows.,pilot developed severe eye strain prolonged exposure glare cockpit window,0,0,10,"[ 0.563009    0.05533791  0.07588521 -0.2389075  -0.45582134  0.30640143
  0.248262    0.1064347   0.43953532  0.145648    0.43103305  0.07615821
 -0.1275435   0.57836497 -0.04360021  0.413457   -0.6431284  -0.181656
 -0.49435315 -0.5046717  -0.2734594   0.26800257 -0.025037   -0.36383837
  0.08490489 -0.962253   -0.17242703  0.5201414   0.5181993   0.595009
  2.191364    0.0944572   0.36862832 -0.67262805 -0.1643808   0.40592328
  0.37192482 -0.10764499  0.22070098 -0.28125057 -0.09909936  0.24449988
  0.0706112   0.44685197  0.40571958 -0.060456    0.41871995 -0.10155901
 -0.080375    0.10539951]"
"A passport control kiosk malfunctioned, creating long lines for international travelers.",0,"A passport control kiosk malfunctioned, creating long lines for international travelers.",passport control kiosk malfunctioned creating long line international traveler,0,0,9,"[ 0.32184666  0.01504812  0.31740335  0.01650056 -0.06840888 -0.15366358
 -0.5140176  -0.2987911   0.40600222 -0.14912513  0.24195655  0.04653288
 -0.16894335  0.2646851  -0.0433111   0.2697781  -0.32888046  0.06915145
 -0.10930499 -0.25161332  0.36485332  0.02607978 -0.4802047   0.24449378
  0.07177367 -1.296545   -0.08759356  0.07416034  0.3480722   0.0304151
  2.1897612   0.16969901 -0.32316855 -0.14064445 -0.09878678  0.15869844
 -0.03603655  0.12454389 -0.27676213  0.04652089  0.4254126   0.14769252
  0.1420601   0.42341113 -0.33841142 -0.19693023  0.13829722  0.13994466
  0.22949733 -0.34515566]"
Een botsing tussen twee bagagekarren veroorzaakte vertragingen.,0,A collision between two baggage carts caused delays.,collision two baggage cart caused delay,0,0,6,"[ 6.7945999e-01 -7.0061661e-02  4.1349170e-01  2.5054216e-01
 -3.3973518e-01  6.4188653e-01 -2.9830602e-01  4.2680466e-01
  4.9299669e-01 -5.1782483e-01 -9.5461659e-02 -1.6694367e-01
 -6.7617840e-01  3.2763466e-01  5.7096833e-01 -1.5989085e-01
 -5.0346732e-01 -2.6199996e-02 -6.8997335e-01 -8.9488173e-01
  1.3239634e-01 -2.3556133e-01 -2.3878832e-01 -3.8149455e-04
  3.1735831e-01 -1.2862867e+00  4.6358336e-02  2.2927167e-01
  7.0101833e-01  3.1736502e-01  2.0638800e+00  3.6626998e-01
 -1.8892433e-01 -5.9050668e-02  2.6816246e-01  3.0627999e-01
  3.9376834e-01 -4.5036662e-02  5.2035999e-02  4.7865665e-01
 -3.2347682e-01  2.4522449e-01  4.4348169e-02  4.7276881e-01
 -6.7910083e-02 -5.4497838e-02  1.0173699e-01  2.4408750e-01
  3.3978000e-01 -3.9303669e-01]"
A pilot reported wrist strain after prolonged use of the control column during turbulence.,1,A pilot reported wrist strain after prolonged use of the control column during turbulence.,pilot reported wrist strain prolonged use control column turbulence,0,0,9,"[ 0.41305774 -0.19737011  0.173501    0.013346   -0.38985333  0.26229206
 -0.01600884  0.1647799   0.4189639  -0.27072668  0.36196998  0.00750566
 -0.35227892  0.38413244  0.20713888  0.1887389  -0.6544708  -0.27496678
 -0.5449632  -0.17288154 -0.26632467 -0.01274501  0.15058666 -0.18345045
  0.11361533 -1.1929811  -0.08267155  0.17403823  0.5576033   0.6030089
  2.4943335   0.02390744  0.22796059 -0.20737666 -0.29848665  0.25345552
  0.07738544 -0.14145201  0.19620222  0.14242512  0.00502038  0.32990834
  0.04854067  0.34967667  0.22988775 -0.06522745  0.38466156  0.34194
 -0.25339067  0.16255301]"
"Een cateringwagen arriveerde te laat, waardoor het vliegtuig later vertrok.",0,"A catering truck arrived late, causing the plane to depart later.",catering truck arrived late causing plane depart later,0,0,8,"[ 0.80473256 -0.07040562  0.19440249 -0.17816164  0.07667914 -0.21892874
 -0.9232637   0.38717252 -0.07059751 -0.5972599   0.315475   -0.16790225
 -0.2169525   0.23889486  0.32297376  0.13468926 -0.69462     0.25737053
 -0.7687662  -0.36536166  0.50776875  0.34531415 -0.0807625   0.13007249
  0.17566013 -1.2071251   0.12851375  0.24114065  0.43869752  0.1824125
  2.1704412   0.2419078  -0.23687212 -0.00486105  0.41860247  0.0445847
  0.23598501 -0.04388    -0.06567575  0.54395425 -0.24932389  0.19229068
  0.20609763 -0.3879075   0.10141751 -0.04404484 -0.23991346 -0.2949655
  0.128905   -0.26571625]"
A flight attendant sustained a bruised arm from a defective cart during an international flight.,1,A flight attendant sustained a bruised arm from a defective cart during an international flight.,flight attendant sustained bruised arm defective cart international flight,0,0,9,"[ 0.48266968 -0.12732197  0.10343155  0.06527999 -0.05429645  0.34020278
 -0.26589778  0.24457754  0.8022233  -0.33849776  0.5436078   0.11903
 -0.80000484  0.46997112  0.07510434 -0.05903111 -0.7966656   0.24861354
 -0.4970789  -0.5764867  -0.10998169  0.42550665 -0.3393211  -0.19881007
  0.05817321 -1.1022744   0.10690501  0.233822    0.27779442  0.15732332
  1.9715856   0.6140678   0.1567878   0.133843    0.10069333  0.20166889
  0.42843226  0.04006189  0.249076    0.18473533 -0.14551    -0.03411378
  0.12386835  0.30678666 -0.03409823 -0.07655567 -0.02835255  0.05479666
  0.07660678 -0.12545556]"
A passenger was denied boarding after arriving late to the gate despite the final call.,0,A passenger was denied boarding after arriving late to the gate despite the final call.,passenger denied boarding arriving late gate despite final call,0,0,9,"[ 0.34492657  0.25425065  0.02055799 -0.24519746  0.02855638 -0.22053525
 -0.72620505  0.46900886 -0.05172456 -0.37934458 -0.04230222 -0.20088322
 -0.33331552  0.06542088  0.34375528  0.06286998 -0.47506    -0.26277333
 -0.66243446 -0.18381232  0.42517027  0.2853389  -0.24875167  0.15751223
  0.15726921 -1.4722888   0.33137122  0.08620922  0.06247289  0.02399845
  2.4433      0.25386113 -0.24771966 -0.07458533  0.30504546 -0.11861578
  0.5593633  -0.10262145 -0.42253554  0.12864667 -0.07325656  0.014855
  0.07481334  0.018522   -0.05688506 -0.1610499  -0.1746953  -0.02102556
  0.24161945 -0.34651217]"
A technical glitch in the airline's booking system caused double bookings on multiple flights.,0,A technical glitch in the airline's booking system caused double bookings on multiple flights.,technical glitch airline booking system caused double booking multiple flight,0,0,10,"[ 7.0312697e-01 -8.6162999e-02  2.3799773e-01  3.2981175e-01
 -6.3806897e-01  1.3553640e-01 -3.9610419e-01  1.8423040e-01
  4.8995918e-01  1.9136811e-02  3.1812832e-01  1.9616440e-01
 -3.5054839e-01  4.3968400e-01  3.3396420e-01 -1.7530279e-01
 -7.0082378e-01 -3.3877987e-02 -5.1568371e-01 -5.8624804e-01
  3.9306170e-01 -2.6716202e-01 -4.7684699e-01  1.5271392e-01
 -3.5400986e-04 -9.1779917e-01 -1.9376159e-01 -1.7344451e-01
  3.4574598e-01  1.8191989e-01  2.4946699e+00  3.3247060e-01
  2.7300102e-01 -2.3979199e-01  1.8933800e-01  1.9998971e-01
  4.3732801e-01 -8.9924997e-03 -1.5568006e-02  1.8315060e-01
 -2.1339998e-02  5.0604898e-02  1.8003321e-01  6.7668998e-01
 -4.3332902e-01 -2.0245866e-01  2.7778402e-01  5.4979247e-01
  1.6349690e-01  1.4054349e-01]"
"A fire alarm in the terminal was triggered accidentally, causing an evacuation and delays.",0,"A fire alarm in the terminal was triggered accidentally, causing an evacuation and delays.",fire alarm terminal triggered accidentally causing evacuation delay,1,0,8,"[ 0.9393788  -0.39714873  0.44174176 -0.11394875 -0.3341415   0.31867623
 -0.08339249  0.6877375   0.441135   -0.22023174 -0.026765   -0.33437526
  0.05342325  0.14364511  0.20861413  0.26757187 -0.48319012 -0.15153813
 -0.68444127 -0.35930964  0.43854746 -0.06158688 -0.41177747 -0.22804596
  0.33292627 -1.2218688   0.40742663  0.38689625  0.8607025   0.22056863
  2.1613073  -0.1003695  -0.06386611 -0.43343225 -0.18678948  0.368436
  0.60497254 -0.9369384   0.24738997  0.41687253 -0.2774775   0.29945782
 -0.12463436 -0.0562225   0.49242756  0.08071639  0.07984787  0.15262376
  0.07606249 -0.22073627]"
Een passagier liep brandwonden op toen hete thee werd gemorst tijdens turbulentie.,1,A passenger suffered burns when hot tea was spilled during turbulence.,passenger suffered burn hot tea spilled turbulence,0,0,7,"[ 0.24569283 -0.03513167  0.20166245 -0.25939158 -0.33186585  0.19791467
 -0.28394943  0.2173086   0.35673258  0.19866143  0.07837056 -0.15455028
 -0.05932968  0.15654571  0.2558542   0.04350615 -0.26849785  0.2582527
 -0.71054715 -0.70491     0.19630384  0.04354086  0.3492857  -0.09051871
  0.26104543 -0.8442971  -0.00229871  0.6270613   0.8051592   0.61895144
  2.0108      0.33620086  0.3785953   0.23106286 -0.04508921  0.2133577
 -0.15993428 -0.14427288  0.50116426  0.23591857 -0.22878858  0.24793999
  0.03846529 -0.01490763  0.3923737   0.38447767 -0.19603372 -0.32679012
  0.26509944 -0.53855145]"
A seating assignment mix-up led to confusion and reseating on the flight.,0,A seating assignment mix-up led to confusion and reseating on the flight.,seating assignment mixup led confusion reseating flight,0,0,7,"[ 4.38060164e-01  5.39444983e-02 -1.87684014e-01 -4.47966764e-03
 -7.30506703e-02 -6.27416819e-02 -1.41914994e-01  3.33206654e-01
  6.25021681e-02 -4.95469332e-01  1.28205621e-03 -6.57471716e-02
 -4.97825027e-01  1.62495688e-01  1.29471168e-01 -2.34853327e-01
 -6.36499882e-01 -4.14959975e-02 -4.37244654e-01 -5.48572838e-01
 -4.18841690e-02 -2.39654984e-02 -3.69149297e-01  1.09398505e-02
 -1.02481686e-01 -6.34653330e-01  2.56420020e-02  1.73199818e-01
  4.24510002e-01  5.36346674e-01  1.81004155e+00  3.47678512e-01
 -3.59666646e-02 -4.27071482e-01  1.99858353e-01  2.58963317e-01
  3.47537190e-01 -1.37640024e-02 -2.09907830e-01  2.73423672e-01
  3.90466792e-03 -1.15173556e-04 -2.13863298e-01  4.80283350e-01
 -5.25995672e-01 -4.02869955e-02  2.89691657e-01  4.43276525e-01
 -8.82985070e-02  9.10633206e-02]"
Een vlucht werd geannuleerd vanwege een technisch defect aan het navigatiesysteem.,0,A flight was cancelled due to a technical defect in the navigation system.,flight cancelled due technical defect navigation system,0,0,7,"[ 0.53552     0.09730013  0.16050957  0.2771087  -0.88578135  0.10472001
 -0.19070184  0.126719    0.44060978 -0.28577587  0.7347186   0.31533256
 -0.2916768   0.17924015 -0.1462717   0.23786286 -0.6600854   0.14702427
 -0.43231612 -0.34742627  0.2532143  -0.07690443 -0.3315871  -0.16513954
  0.33577728 -1.1002457  -0.06264142 -0.16432858  0.08371571  0.37302044
  2.6264      0.13956857 -0.20256856 -0.5741557   0.34306458  0.11502572
  0.5770971   0.04320928 -0.16267286  0.26118043 -0.11600287 -0.15378034
  0.19950058  0.29531875 -0.5394014  -0.12386812  0.30623326  0.6052629
  0.15941055 -0.12237428]"
"A passenger accidentally spilled coffee on their ticket, making it illegible.",0,"A passenger accidentally spilled coffee on their ticket, making it illegible.",passenger accidentally spilled coffee ticket making illegible,1,0,7,"[ 1.53502136e-01 -2.93752849e-01  4.90281522e-01 -2.80604154e-01
  2.07129195e-01  1.68559864e-01 -6.77037776e-01  9.07502845e-02
  2.47130468e-01  1.91170290e-01  7.99611285e-02 -2.07543850e-01
  2.51903147e-01  6.31042868e-02  5.59298158e-01 -8.25992823e-02
 -5.35725713e-01  2.75138170e-01 -1.18331395e-01 -7.10765302e-01
  3.41821462e-01 -1.75204143e-01  2.85757035e-02  1.99570775e-01
  2.47697130e-01 -9.76551473e-01  8.32747072e-02  6.79221570e-01
  7.71141410e-01 -3.90985683e-02  1.67773664e+00  7.77765512e-02
  6.49538562e-02  2.93414742e-01  7.27105662e-02  2.43819982e-01
  2.01167203e-02  2.41348580e-01  1.04447857e-01  1.17254302e-01
  1.30230427e-01  3.10912549e-01  1.37228414e-03  1.38718858e-01
 -1.91129446e-01 -7.25028515e-02 -2.68454283e-01 -4.82744314e-02
  3.35706979e-01 -4.73678738e-01]"
Een defecte slurf vertraagde het uitstappen van passagiers.,0,A defective jet bridge delayed passenger disembarkation.,defective jet bridge delayed passenger disembarkation,0,0,6,"[ 0.7617867  -0.02271665  0.48561564 -0.08815601 -0.545145    0.5223512
 -0.39185166  0.16837369  0.403154   -0.25332868  0.40411165  0.07998883
 -0.18558566  0.28313166 -0.03990048  0.12246975 -0.85059327  0.29408917
 -0.43407336 -0.66170317  0.37871996 -0.20055248 -0.7087193  -0.08128735
  0.30469766 -0.85097665  0.3051783   0.36036333  0.6964924   0.1678675
  1.5432152   0.11497501  0.00260333  0.11953634  0.62228996  0.08727566
  0.662755   -0.17001767 -0.33598837  0.5286651  -0.0739365  -0.11798618
  0.36582515 -0.02088833 -0.3874707  -0.12815666  0.09399917  0.05862834
  0.22213    -0.2909427 ]"
A broken escalator caused inconvenience for travelers in the terminal.,0,A broken escalator caused inconvenience for travelers in the terminal.,broken escalator caused inconvenience traveler terminal,0,0,6,"[ 0.71061164  0.34795848  0.18884563 -0.22559948 -0.32782498  0.279665
 -0.13415667  0.50373167  0.456936   -0.14298382  0.18126917  0.22379048
 -0.11841337  0.26172334  0.2854683   0.19877668 -0.53226334  0.05422834
 -0.19532286 -0.40294835  0.09185552 -0.25708115 -0.6761904   0.25897667
  0.46942833 -0.84135675  0.01611908  0.50500333  0.89528006  0.24443436
  1.5668644   0.34117714  0.61134     0.10381866 -0.3534633   0.13597684
  0.51572335 -0.44626048  0.25349632  0.5420995  -0.01350818 -0.00645522
 -0.0287945   0.625215   -0.052505   -0.16956834 -0.0622605  -0.13092919
  0.20570134 -0.11292669]"
"A child tripped and fell on an escalator in the terminal, causing a chin injury.",1,"A child tripped and fell on an escalator in the terminal, causing a chin injury.",child tripped fell escalator terminal causing chin injury,1,0,8,"[ 0.21206374 -0.03393416  0.25605124 -0.08940163  0.0823753   0.4794138
  0.03298375  0.36395502  0.359736    0.02638201  0.41429    -0.05545137
 -0.45312124  0.0679925   0.25108373  0.30370662 -0.51380503 -0.26163375
 -0.3259325  -0.177805   -0.03780501  0.04848662 -0.37952036 -0.19860825
  0.17737377 -1.1149812   0.44179475  0.44023874  0.405265   -0.2091255
  1.8462667   0.22717212  0.6240912   0.11625277 -0.05018501  0.11771525
  0.49937502 -0.10832112  0.7028935   0.1550134  -0.3675      0.23432007
 -0.01660188  0.32115462  0.12347214 -0.4451307   0.20498449 -0.63662994
  0.36879104 -0.30597734]"
A pilot conducted a go-around due to another aircraft still on the runway.,0,A pilot conducted a go-around due to another aircraft still on the runway.,pilot conducted goaround due another aircraft still runway,0,0,8,"[ 0.8819843  -0.05494528  0.23077714 -0.08834614 -0.21845284  0.11054216
 -0.59605014  0.06825572  0.23183839 -0.46929902  0.4418149  -0.15322757
 -0.43431288  0.43561003  0.21506     0.01134856 -0.4280606   0.25874862
 -1.0474771  -0.49268386  0.06564712  0.29547    -0.14612857 -0.29918903
  0.14769587 -1.2297957  -0.20831     0.22382472  0.31468     0.3413103
  2.753286   -0.107458   -0.158289   -0.39456576  0.3717813   0.0154233
  0.5939743   0.13345699 -0.40925047  0.21895716 -0.24891187  0.02393071
  0.4538143  -0.14580189 -0.24855515 -0.30809143 -0.02359844  0.17249684
 -0.15769     0.24323103]"
"A passenger mistakenly boarded the wrong flight, requiring assistance from airline staff.",0,"A passenger mistakenly boarded the wrong flight, requiring assistance from airline staff.",passenger mistakenly boarded wrong flight requiring assistance airline staff,0,0,9,"[ 0.7935835  -0.31247672  0.449003   -0.4110102   0.06751222 -0.10180344
 -0.7089424   0.23979123  0.45497382 -0.7376248   0.3001696   0.27933133
 -0.08332016  0.34702     0.16931759 -0.13215788 -0.74280226  0.23502
 -0.2488589  -0.5467117   0.23508     0.30681    -0.27964002  0.09040214
  0.12871745 -1.4095001   0.10267668 -0.01672355  0.27356556  0.05360866
  2.0687723   0.40267813 -0.18343335 -0.1500611   0.31915382 -0.01733179
  0.48012543 -0.19585845 -0.18706425  0.34810776 -0.05075588  0.10401633
  0.70782864  0.17404564 -0.2957819  -0.26016647 -0.46182665  0.4582411
  0.16807434  0.30564478]"
Een piloot werd geraakt door een los object in de cockpit tijdens turbulentie boven de Stille Oceaan.,1,A pilot was struck by a loose object in the cockpit during turbulence over the Pacific Ocean.,pilot struck loose object cockpit turbulence pacific ocean,0,0,8,"[ 0.59696126 -0.07227376  0.11713024  0.23947838  0.01691687  0.09295781
 -0.23755625  0.02275288  0.1517885  -0.36683062  0.39928186  0.13246863
 -0.10436499  1.1265963  -0.31948593  0.08887874 -0.3132506   0.02999837
 -1.0597137  -0.6261253  -0.10385564  0.36401948 -0.11463001 -0.17446925
  0.43037748 -0.8387663   0.06619     0.54996586  0.4728675   0.23955375
  2.172025   -0.22340626  0.03908362 -0.26569176 -0.08259875 -0.1728589
 -0.04834886 -0.44773376 -0.01188325  0.16071129 -0.22061613  0.09143174
  0.5388091   0.083455   -0.3352665   0.12921874  0.3777256  -0.15184893
  0.02653725 -0.1737725 ]"
A fuel truck delayed operations by parking too close to an active taxiway during refueling.,0,A fuel truck delayed operations by parking too close to an active taxiway during refueling.,fuel truck delayed operation parking close active taxiway refueling,0,0,9,"[ 0.8503023  -0.12164444  0.50201887 -0.00354034 -0.18091814 -0.02556611
 -0.43531695  0.06361878  0.55804414 -0.19897157  0.13092443 -0.32924744
 -0.377057    0.38419947 -0.07650565  0.07511555 -0.20392571  0.5172668
 -0.59602666 -0.61599195  0.52656686 -0.09646133 -0.33980656 -0.08969999
 -0.23551324 -0.90419114  0.5392022   0.5436829   0.9379767   0.34710556
  2.2046466   0.02278156 -0.3266214  -0.08581566  0.41861975  0.179971
  0.33675     0.00433299 -0.27070433  0.5114834  -0.1621818  -0.04165586
  0.14215943 -0.17093223 -0.23994    -0.21538551  0.0333269   0.1467689
 -0.03703557  0.05700621]"
A pilot developed back pain while stowing baggage in the cockpit storage compartment.,1,A pilot developed back pain while stowing baggage in the cockpit storage compartment.,pilot developed back pain stowing baggage cockpit storage compartment,0,0,9,"[ 0.689538   -0.09182401  0.5059767  -0.34050333 -0.11036587  0.1878877
 -0.19836108  0.09515768  0.636313   -0.30790332  0.41754666  0.23946312
 -0.42739466  0.5941902  -0.08801445  0.20062834 -0.70604527  0.29417798
 -0.33402798 -0.67345214  0.05934556  0.222778   -0.24965644 -0.05737534
  0.13485111 -0.97218484 -0.02465444  0.39661056  0.7235822   0.13061333
  1.8193735   0.23296888  0.06103589 -0.20416301  0.24206689  0.7295603
  0.49345335  0.23690778  0.284539    0.19321555  0.38293976 -0.03782
  0.163046    0.611194   -0.1971311   0.04673611  0.41221663 -0.13773333
 -0.03168    -0.27064666]"
Een passagier raakte verbrand door hete thee die tijdens turbulentie werd gemorst.,1,A passenger was burned by hot tea spilled during turbulence.,passenger burned hot tea spilled turbulence,0,0,6,"[ 0.24202834 -0.13275045  0.21552683 -0.2561985  -0.16467349  0.02862661
 -0.45969167  0.03458767  0.26066616  0.13871002 -0.00834867 -0.264042
  0.12128618  0.23259498  0.27394655  0.00924051 -0.35601246  0.46477833
 -0.68261504 -0.8845666   0.3915458   0.12909766  0.3917      0.03525819
  0.26751307 -0.8077701   0.06019985  0.8641217   0.8390424   0.57393163
  1.8946333   0.16489166  0.25514716  0.2975167  -0.06616624  0.15961899
 -0.30305663 -0.14539501  0.34970167  0.35120833 -0.12530799  0.21859498
  0.129117    0.0086446   0.27177104  0.4635066  -0.36974728 -0.4271052
  0.324211   -0.81065005]"
Een piloot werd geraakt door een los voorwerp in de cockpit tijdens turbulentie boven de Stille Oceaan.,1,A pilot was struck by a loose object in the cockpit during turbulence over the Pacific Ocean.,pilot struck loose object cockpit turbulence pacific ocean,0,0,8,"[ 0.59696126 -0.07227376  0.11713024  0.23947838  0.01691687  0.09295781
 -0.23755625  0.02275288  0.1517885  -0.36683062  0.39928186  0.13246863
 -0.10436499  1.1265963  -0.31948593  0.08887874 -0.3132506   0.02999837
 -1.0597137  -0.6261253  -0.10385564  0.36401948 -0.11463001 -0.17446925
  0.43037748 -0.8387663   0.06619     0.54996586  0.4728675   0.23955375
  2.172025   -0.22340626  0.03908362 -0.26569176 -0.08259875 -0.1728589
 -0.04834886 -0.44773376 -0.01188325  0.16071129 -0.22061613  0.09143174
  0.5388091   0.083455   -0.3352665   0.12921874  0.3777256  -0.15184893
  0.02653725 -0.1737725 ]"
